Date,Time,CPU,RAM,CHANNEL
2013-08-12,16:40:46,0.06666666666666668,5.06659189860026,0
2013-08-12,16:45:46,0,3.7998962402343754,0
2013-08-12,16:50:46,0.16666666666666669,2.9998779296875,0
2013-08-12,16:55:46,0,4.666582743326822,0
2013-08-12,17:00:46,0,6.066576639811197,0
2013-08-12,17:05:46,0,4.799919128417969,0
2013-08-12,17:10:46,0,4.333241780598959,0
2013-08-12,17:15:46,0,3.0665461222330723,0
2013-08-12,17:20:46,0,2.9332097371419277,0
2013-08-12,17:25:46,0,2.5998687744140625,0
2013-08-12,17:30:46,0,3.866564432779948,0
2013-08-12,17:35:46,0,3.1332143147786455,0
2013-08-12,17:40:46,0,3.1332143147786455,0
2013-08-12,17:45:46,0,3.733228047688802,0
2013-08-12,17:50:46,0,3.666559855143228,0
2013-08-12,17:55:46,0,3.7998962402343754,0
2013-08-12,18:00:46,0,4.59991455078125,0
2013-08-12,18:05:46,0,3.1998825073242183,0
2013-08-12,18:10:46,0,4.9999237060546875,0
2013-08-12,18:15:46,0,5.06659189860026,0
2013-08-12,18:20:46,0,4.333241780598959,0
2013-08-12,18:25:46,0,4.7332509358723955,0
2013-08-12,18:30:46,0,4.066569010416666,0
2013-08-12,18:35:46,0,2.7998733520507812,0
2013-08-12,18:40:46,0,2.8665415445963536,0
2013-08-12,18:45:46,0,5.199928283691406,0
2013-08-12,18:50:47,0,3.0665461222330723,0
2013-08-12,18:55:47,0,3.5998916625976562,0
2013-08-12,19:00:47,0.06666666666666668,4.333241780598959,100.0
2013-08-12,19:05:47,0.1,6.933224995930988,0
2013-08-12,19:10:47,0.1,3.866564432779948,0
2013-08-12,19:15:47,0,4.1999053955078125,0
2013-08-12,19:20:47,0,3.5998916625976562,0
2013-08-12,19:25:47,0,4.933255513509115,0
2013-08-12,19:30:47,0,3.733228047688802,0
2013-08-12,19:35:47,0,3.3332188924153656,0
2013-08-12,19:40:47,0,3.5998916625976562,0
2013-08-12,19:45:47,0.6333333333333333,6.266593933105469,100.0
2013-08-12,19:50:47,1.0,16.06653849283854,100.0
2013-08-12,19:55:47,1.0,14.133275349934896,100.0
2013-08-12,20:00:47,1.0,15.799942016601562,100.0
2013-08-12,20:05:47,1.0,15.599924723307293,100.0
2013-08-12,20:10:47,1.7666666666666666,19.799906412760418,100.0
2013-08-12,20:15:47,0.6666666666666667,23.79994710286458,100.0
2013-08-12,20:20:47,0,9.86657460530599,0
2013-08-12,20:25:47,0,5.466601053873697,0
2013-08-12,20:30:47,0,3.666559855143228,0
2013-08-12,20:35:47,0,3.3332188924153656,0
2013-08-12,20:40:47,0,2.9998779296875,0
2013-08-12,20:45:47,0,3.666559855143228,0
2013-08-12,20:50:47,0,3.7998962402343754,0
2013-08-12,20:55:47,0,4.533246358235678,0
2013-08-12,21:00:47,0,4.399909973144531,0
2013-08-12,21:05:47,0,3.7998962402343754,0
2013-08-12,21:10:47,0,2.2665278116861978,0
2013-08-12,21:15:47,0,2.3998641967773438,0
2013-08-12,21:20:47,0,3.5998916625976562,0
2013-08-12,21:25:47,0,4.866587320963542,0
2013-08-12,21:30:47,0,4.533246358235678,0
2013-08-12,21:35:47,0,3.9332326253255214,0
2013-08-12,21:40:47,0,4.866587320963542,0
2013-08-12,21:45:47,0.03333333333333333,4.7332509358723955,0
2013-08-12,21:50:47,0,4.59991455078125,0
2013-08-12,21:55:47,0,3.866564432779948,0
2013-08-12,22:00:47,0,4.399909973144531,0
2013-08-12,22:05:47,0,4.7332509358723955,0
2013-08-12,22:10:47,0,3.9999008178710938,0
2013-08-12,22:15:47,0,4.666582743326822,0
2013-08-12,22:20:47,0,4.399909973144531,0
2013-08-12,22:25:47,0,4.866587320963542,0
2013-08-12,22:30:47,0,3.866564432779948,0
2013-08-12,22:35:47,0.03333333333333333,4.533246358235678,0
2013-08-12,22:40:47,0,3.1998825073242183,0
2013-08-12,22:45:47,0,4.59991455078125,0
2013-08-12,22:50:47,0,4.399909973144531,0
2013-08-12,22:55:47,0,5.666605631510416,0
2013-08-12,23:00:47,0.1,3.3998870849609375,100.0
2013-08-12,23:05:47,0.03333333333333333,5.599937438964844,0
2013-08-12,23:10:48,0,4.933255513509115,0
2013-08-12,23:15:48,0,5.5998992919921875,0
2013-08-12,23:20:48,0,3.3998870849609375,0
2013-08-12,23:25:48,0,2.9998779296875,0
2013-08-12,23:30:48,0,4.266573588053386,0
2013-08-12,23:35:48,0,4.666582743326822,0
2013-08-12,23:40:48,0.8333333333333333,8.13323974609375,100.0
2013-08-12,23:45:48,1.1333333333333333,17.399940490722656,100.0
2013-08-12,23:50:48,1.0,16.533241271972656,100.0
2013-08-12,23:55:48,1.0333333333333332,15.333264668782551,100.0
2013-08-13,00:00:48,1.0,14.86658732096354,100.0
2013-08-13,00:05:48,1.6,22.66657511393229,100.0
2013-08-13,00:10:48,0.4666666666666666,20.066566467285156,100.0
2013-08-13,00:15:48,0,9.199918111165363,0
2013-08-13,00:20:48,0,4.133237202962239,0
2013-08-13,00:25:48,0,3.7998962402343754,0
2013-08-13,00:30:48,0,3.733228047688802,0
2013-08-13,00:35:48,0.06666666666666668,3.1998825073242183,0
2013-08-13,00:40:48,0.1,3.7998962402343754,0
2013-08-13,00:45:48,0,2.733205159505209,0
2013-08-13,00:50:48,0,2.4665323893229165,0
2013-08-13,00:55:48,0,3.9332326253255214,0
2013-08-13,01:00:48,1.7666666666666666,25.133209228515625,100.0
2013-08-13,01:05:48,0.1,19.066556294759117,0
2013-08-13,01:10:48,0.1,9.399909973144531,0
2013-08-13,01:15:48,0,6.933263142903646,0
2013-08-13,01:20:48,0,4.133237202962239,0
2013-08-13,01:25:48,0,5.06659189860026,0
2013-08-13,01:30:48,0,5.399932861328125,0.13333333333333333
2013-08-13,01:35:48,1.5,13.399925231933594,7.2
2013-08-13,01:40:48,1.8666666666666665,13.599878946940105,100.0
2013-08-13,01:45:48,2.1333333333333333,18.133214314778645,100.0
2013-08-13,01:50:48,2.1,21.13324483235677,100.0
2013-08-13,01:55:48,1.0,17.59990692138672,100.0
2013-08-13,02:00:48,1.0333333333333332,15.199928283691404,100.0
2013-08-13,02:05:49,2.0,21.599871317545578,100.0
2013-08-13,02:10:49,0.8,20.39989471435547,100.0
2013-08-13,02:15:49,0.13333333333333333,11.999905904134113,0
2013-08-13,02:20:49,0.1,4.266573588053386,0
2013-08-13,02:25:49,0.06666666666666668,3.5998916625976562,0
2013-08-13,02:30:49,0.2333333333333333,3.733228047688802,0
2013-08-13,02:35:49,0.13333333333333333,4.666582743326822,0
2013-08-13,02:40:49,0.06666666666666668,5.06659189860026,0
2013-08-13,02:45:49,0.2,3.9332326253255214,0
2013-08-13,02:50:49,0.06666666666666668,4.266573588053386,0
2013-08-13,02:55:49,0.06666666666666668,3.533223470052084,0
2013-08-13,03:00:49,0.16666666666666669,3.9332326253255214,0
2013-08-13,03:05:49,0.16666666666666669,4.866587320963542,0
2013-08-13,03:10:49,0.16666666666666669,4.9999237060546875,0
2013-08-13,03:15:49,0.13333333333333333,3.7998962402343754,0
2013-08-13,03:20:49,0,2.3998641967773438,0
2013-08-13,03:25:49,0.1,3.3998870849609375,0
2013-08-13,03:30:49,0.13333333333333333,5.533231099446613,0
2013-08-13,03:35:49,0.13333333333333333,4.59991455078125,0
2013-08-13,03:40:49,0.13333333333333333,3.1998825073242183,0
2013-08-13,03:45:49,0.1,3.5998916625976562,0
2013-08-13,03:50:49,0.03333333333333333,3.5998916625976562,0
2013-08-13,03:55:49,0.1,4.399909973144531,57.6
2013-08-13,04:00:49,1.2,5.06659189860026,100.0
2013-08-13,04:05:49,1.2666666666666666,5.999908447265625,100.0
2013-08-13,04:10:49,1.2,3.5998916625976562,100.0
2013-08-13,04:15:49,0.5,5.7999420166015625,100.0
2013-08-13,04:20:49,0.1,3.666559855143228,0
2013-08-13,04:25:49,0.16666666666666669,4.59991455078125,0
2013-08-13,04:30:49,0.1,3.5998916625976562,0
2013-08-13,04:35:49,0.03333333333333333,4.59991455078125,0
2013-08-13,04:40:49,0,2.7998733520507812,0
2013-08-13,04:45:49,0.03333333333333333,3.9999008178710938,0
2013-08-13,04:50:49,0.13333333333333333,3.1998825073242183,0
2013-08-13,04:55:49,0.2333333333333333,1.9998550415039062,0
2013-08-13,05:00:50,0.1,3.5998916625976562,0
2013-08-13,05:05:50,0.16666666666666669,4.266573588053386,0
2013-08-13,05:10:50,0.16666666666666669,4.59991455078125,0
2013-08-13,05:15:50,0.1,3.7998962402343754,0
2013-08-13,05:20:50,0.2,3.9999008178710938,0
2013-08-13,05:25:50,0.13333333333333333,3.5998916625976562,0
2013-08-13,05:30:50,0.13333333333333333,4.399909973144531,0
2013-08-13,05:35:50,0.26666666666666666,6.9998931884765625,0
2013-08-13,05:40:50,0.03333333333333333,5.666605631510416,0
2013-08-13,05:45:50,0.13333333333333333,5.199928283691406,0
2013-08-13,05:50:50,0.1,3.1998825073242183,0
2013-08-13,05:55:50,0.16666666666666669,3.5998916625976562,0
2013-08-13,06:00:49,0.16666666666666669,4.399909973144531,0
2013-08-13,06:05:49,0.1,4.59991455078125,0
2013-08-13,06:10:49,0,4.59991455078125,0
2013-08-13,06:15:49,0.06666666666666668,4.533246358235678,0
2013-08-13,06:20:49,0,3.1332143147786455,0
2013-08-13,06:25:49,0,3.7998962402343754,0
2013-08-13,06:30:50,0,3.9999008178710938,0
2013-08-13,06:35:50,0,3.9999008178710938,0
2013-08-13,06:40:50,0,3.5998916625976562,0
2013-08-13,06:45:50,0,2.8665415445963536,0
2013-08-13,06:50:50,0,3.5998916625976562,0
2013-08-13,06:55:50,0,2.7998733520507812,0
2013-08-13,07:00:50,0.06666666666666668,3.3332188924153656,100.0
2013-08-13,07:05:50,0.03333333333333333,5.399932861328125,0
2013-08-13,07:10:50,0,3.5998916625976562,0
2013-08-13,07:15:50,0,2.3331960042317705,0
2013-08-13,07:20:50,0,3.866564432779948,0
